url,title,company,origin,tech
https://www.finn.no/job/fulltime/ad.html?finnkode=334506141,Do you want to be responsible for the technical development in our IDP team?,Coop Norge SA,finn.no,"REST, Go, Golang, Docker, Python, DevOps, TypeScript, Kubernetes, AWS, Azure, Windows"
https://www.finn.no/job/fulltime/ad.html?finnkode=334497941,Ønsker du en spennende stilling i skjæringspunktet mellom forretning og teknologi?,Skatteetaten,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334495139,Erfaring som Dynamics 365 Business Central utvikler?,Centric IT Professionals AS,finn.no,Azure
https://www.finn.no/job/fulltime/ad.html?finnkode=334489813,Information Security Officer (ISO),Tietoevry Banking ATM,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=328634026,Digger du å få IT-systemer til å fungere knirkefritt?,Fremtind,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=332684722,Senior .Net Developer for Fintech Company,DeriveMe AS,finn.no,"Angular, SQL, React"
https://www.finn.no/job/management/ad.html?finnkode=334488818,Leder for nytt satsningsområde hos Skatteetaten,Skatteetaten,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=329535132,"Interested in Network, Cyber Security and IT?",ABB AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334484244,Vi ser etter en Lead utvikler innen Java - Er det deg?,EXPERIS AS,finn.no,Java
https://www.finn.no/job/fulltime/ad.html?finnkode=334478480,Brenner du for datadrevet endring og ønsker å bidra til grønn og bærekraftig omstilling i offentlig sektor?,Direktoratet for forvaltning og økonomistyring,finn.no,"Python, Azure"
https://www.finn.no/job/fulltime/ad.html?finnkode=334478154,Vil du bli en del av Forsvarsmateriells fagmiljø innen digital sikkerhet?,Forsvarsmateriell,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334477205,Would you like to become a Pixii System Application Expert?,Pixii AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334476760,Vil du bli en del av et raskt voksende GIS-miljø?,Bane NOR SF,finn.no,"Python, Go"
https://www.finn.no/job/fulltime/ad.html?finnkode=334356839,Vil du jobbe med digital utvikling innenfor energibransjen?,Hydro Energi AS,finn.no,"DevOps, Python"
https://www.finn.no/job/fulltime/ad.html?finnkode=334329835,Har du erfaring med SAP og ønsker nye utfordringer?,NIPPON GASES NORGE AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334290895,Do you want to create business impact with technologies like Robotics Process Automation and Artificial Intelligence?,BOS Power,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334263443,Vi trenger utviklere til Norges største digitaliseringsprosjekt!,Skatteetaten,finn.no,"Azure, Java, AWS"
https://www.finn.no/job/fulltime/ad.html?finnkode=334261374,Har du lyst til å ta ansvar for testing i tverrfaglig team?,Skatteetaten,finn.no,Git
https://www.finn.no/job/fulltime/ad.html?finnkode=334260100,Kunne du tenkt deg å være lead utvikler i et tverrfaglig team?,Skatteetaten,finn.no,Java
https://www.finn.no/job/fulltime/ad.html?finnkode=334202593,Sammen utvider vi horisonten for hvordan teknologi og data kan bidra til at virksomheter lykkes!,Egde,finn.no,"Azure, Python, Scala"
https://www.finn.no/job/fulltime/ad.html?finnkode=334123208,Lyst på erfaring fra ett av Norges største IT-miljøer? Vi søker dyktige studenter til sommerjobb!?,Skatteetaten,finn.no,"Kotlin, JavaScript, React, HTML"
https://www.finn.no/job/fulltime/ad.html?finnkode=334113238,Vil du jobbe i et miljø med fokus på samarbeid og ny teknologi? .NET systemutvikler,Nordic Trustee,finn.no,"SQL, React, Kubernetes, Azure"
https://www.finn.no/job/fulltime/ad.html?finnkode=334113468,Har du lidenskap for styrings- og programvareutvikling?,For oppdragsgiver,finn.no,"Angular, C#"
https://www.finn.no/job/fulltime/ad.html?finnkode=334097904,"Utviklere, STOPP!! Denne må du se!!",Visma Enterprise AS,finn.no,"AWS, Java, Angular, React, Kubernetes"
https://www.finn.no/job/fulltime/ad.html?finnkode=334096003,Bygg kode som bygger Norge – med de nyeste rammeverkene!,Sopra Steria - Alle kontor,finn.no,"Java, Docker, TypeScript, JavaScript, React, DevOps, Microservices"
https://www.finn.no/job/fulltime/ad.html?finnkode=334095791,Bygg kode som bygger Drammen – og Norge,Sopra Steria - Alle kontor,finn.no,"Java, Azure, AWS, Google Cloud"
https://www.finn.no/job/fulltime/ad.html?finnkode=333926416,Tekniker/ingeniør innen industriell IT og automasjon,Aiwell AS,finn.no,Linux
https://www.finn.no/job/fulltime/ad.html?finnkode=333252582,Volte søker Fullstack-utvikler for å utfordre strømmarkedet i B2B,Volte AS,finn.no,"Python, CI/CD, REST, NoSQL, SQL, React, Java, Kotlin, Kubernetes, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=334084013,Lyst på erfaring fra ett av Norges største IT-miljøer? Vi søker dyktige studenter til sommerjobb i Skatteetaten!?,Skatteetaten,finn.no,"JavaScript, HTML, CSS, Git, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=334028294,"Kodekunstner, og klar for nye utfordringer? Se her!",Visma Enterprise AS,finn.no,"Kubernetes, Java, Angular, React, AWS"
https://www.finn.no/job/fulltime/ad.html?finnkode=334013041,Vil du være med i Team Norse?,Norse Atlantic Airways,finn.no,Angular
https://www.finn.no/job/fulltime/ad.html?finnkode=334016867,Ønsker du å bli en del av Sopra Steria sitt Salesforce-miljø?,Sopra Steria,finn.no,"JavaScript, DevOps, REST, Java, HTML, CSS"
https://www.finn.no/job/fulltime/ad.html?finnkode=333299465,Er du vår nye informasjonsarkitekt?,Forsvarsbygg,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=334016208,Er du vår nye Salesforce-arkitekt?,Sopra Steria,finn.no,"DevOps, Java, HTML, CSS, JavaScript"
https://www.finn.no/job/fulltime/ad.html?finnkode=334016021,Are you passionate about software product development and enjoy teamwork?,Visma Enterprise AS,finn.no,"Agile, Scrum"
https://www.finn.no/job/fulltime/ad.html?finnkode=333990152,Har du lyst til å gjøre en forskjell?,TORGHATTEN AS,finn.no,"PostgreSQL, Kubernetes, Java, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333985822,Har du vært ute en vinternatt?,TORGHATTEN AS,finn.no,"PostgreSQL, Kubernetes, Java, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333984707,Trumf og NorgesGruppen søker områdearkitekt,NorgesGruppen,finn.no,"Scrum, Azure"
https://www.finn.no/job/fulltime/ad.html?finnkode=333973335,Data-orakel ønsket,Torghatten AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333978515,Vil du få et innblikk i Skatteetatens bruk av maskinlæring og forklarbar AI?,Skatteetaten,finn.no,"Python, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333453365,Utviklingsleder Front-end/Full-Stack,BERGEN SYNERGY,finn.no,"API, DevOps, Azure, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333977300,Et digitalt helsevesen   blir du med på laget?,Helse Nord,finn.no,"Windows, Android, iOS"
https://www.finn.no/job/fulltime/ad.html?finnkode=305307848,NEC OncoImmunity AS are looking for a Software Quality Engineer,NEC ONCOIMMUNITY AS,finn.no,Python
https://www.finn.no/job/fulltime/ad.html?finnkode=333967384,Vil du bli med i et engasjert produktteam og skape resultater som utvikler?,Mattilsynet,finn.no,"Kotlin, React, Java"
https://www.finn.no/job/fulltime/ad.html?finnkode=333971763,Et digitalt helsevesen   blir du med på laget?,Helse Nord,finn.no,"Windows, Android, iOS"
https://www.finn.no/job/fulltime/ad.html?finnkode=333970121,"Ønsker du en spennende stilling i skjæringspunktet mellom design, forretning og teknologi?",Skatteetaten,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333969584,Vil du bli med i teamet som beskytter helsesektoren i Nord-Norge mot cyberangrep?,Helse Nord,finn.no,"Python, Linux"
https://www.finn.no/job/fulltime/ad.html?finnkode=333969295,Vil du bli med i teamet som beskytter helsesektoren i Nord-Norge mot cyberangrep?,Helse Nord,finn.no,Python
https://www.finn.no/job/fulltime/ad.html?finnkode=333938437,Vil du bidra til å bygge opp et enestående utviklingsmiljø i et ledende entreprenørkonsern?,Skanska Norge,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333941787,Vil du designe løsninger for hele Norges befolkning og næringsliv?,Skatteetaten,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333937999,Har du erfaring som full-stack utvikler og et ønske om å ta en ledende rolle?,Skanska,finn.no,"Kubernetes, Agile, DevOps, CI/CD, Azure, Google Cloud"
https://www.finn.no/job/fulltime/ad.html?finnkode=333937672,Har du utviklerbakgrunn og et ønske om å være med og forme et enestående utviklingsmiljø?,Skanska,finn.no,"DevOps, CI/CD, Azure, Google Cloud, Kubernetes"
https://www.finn.no/job/fulltime/ad.html?finnkode=333937560,Har du lidenskap for å skape enkle og intuitive digitale løsninger?,Skanska,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333937794,Ønsker du ansvar for vårt tredje utviklingsteam?,Skatteetaten,finn.no,"Git, Jenkins, Azure, Java, Kotlin, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333920150,Fast stilling som Java-utvikler i et av Europas største softwareselskaper,Visma Enterprise AS,finn.no,"AWS, Java, PostgreSQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333867009,Vil du bli del av Norges mest fremoverlente data-og innsiktsmiljø?,Telenor Norge AS,finn.no,"Python, Kotlin, Scala, Kubernetes, Looker, BigQuery, Java, Spark, Docker, Google Cloud"
https://www.finn.no/job/fulltime/ad.html?finnkode=333867010,Vil du lede an med fagansvar innen data-og innsiktsarbeid i Telenor?,Telenor Norge AS,finn.no,"Spark, Kubernetes, Azure, Python, Kotlin, Java, Scala, Docker, Google Cloud"
https://www.finn.no/job/fulltime/ad.html?finnkode=333867011,Vil du bli del av Norges mest fremoverlente data-og innsiktsmiljø?,Telenor Norge AS,finn.no,"Spark, Docker, Kubernetes, Azure, Python, Kotlin, Java, Scala"
https://www.finn.no/job/fulltime/ad.html?finnkode=253384472,Backendutvikler søkes til innovativ startup for morgendagens retailløsninger,Wolve,finn.no,"Docker, API, Python, Java, Google Cloud, Kubernetes"
https://www.finn.no/job/fulltime/ad.html?finnkode=196213440,Utvikler - Vil du være med å bygge fremtidens økonomisystem?,Uni Micro AS,finn.no,"Azure, C#, Angular"
https://www.finn.no/job/fulltime/ad.html?finnkode=190641821,Utvikler - Vil du være med å bygge fremtidens økonomisystem?,Uni Micro AS,finn.no,"Angular, Azure, C#"
https://www.finn.no/job/fulltime/ad.html?finnkode=333888521,REMA 1000 Norge AS søker Plattformforvalter ServiceNow,REMA 1000 Norge AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333885330,REMA 1000 Norge AS søker Plattformarkitekt ServiceNow,REMA 1000 Norge AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333880012,Senior sikkerhetsrådgiver,Å Energi AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333878906,Senior sikkerhetsanalytiker,Å Energi AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333877716,Være med i en scale-up i et stort selskap?,Nettbil,finn.no,"Kubernetes, AWS, React, HTML, JavaScript, Node.js, MySQL, Redis"
https://www.finn.no/job/fulltime/ad.html?finnkode=333880135,Systemkonsulent innen sikkerhet,Avarn Security,finn.no,"SQL, Windows"
https://www.finn.no/job/fulltime/ad.html?finnkode=333876634,Do you want to help us improve our C2C journey?,FINN.no,finn.no,"Swift, iOS"
https://www.finn.no/job/fulltime/ad.html?finnkode=333875356,Vil du være med på å utvikle løsninger som gjør butikkene våre bedre?,NorgesGruppen Data AS,finn.no,"Java, JavaScript, React, Kubernetes, Android, iOS"
https://www.finn.no/job/fulltime/ad.html?finnkode=333874883,Join us creating a dazzeling experience for our users!,Vipps MobilePay,finn.no,"iOS, Swift"
https://www.finn.no/job/fulltime/ad.html?finnkode=333874337,Senior .NET utvikler,Sopra Steria,finn.no,"Azure, AWS, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333873165,Work with Android in Vipps MobilePay?,Vipps,finn.no,"Android, Kotlin"
https://www.finn.no/job/fulltime/ad.html?finnkode=333872858,Join us delivering dazzeling user experience in Vipps MobilePay!,Vipps,finn.no,"Azure, dbt, SQL, Python"
https://www.finn.no/job/fulltime/ad.html?finnkode=333872319,Ønsker du å ta steget videre inn i teknologiens verden og gi karrieren din en flying start?,NorgesGruppen Data AS,finn.no,"Java, React, Angular, REST, API, Kubernetes"
https://www.finn.no/job/fulltime/ad.html?finnkode=333868551,Konsulentselskap med markedsledende betingelser,STACQ AS,finn.no,Java
https://www.finn.no/job/fulltime/ad.html?finnkode=333873577,Vi leter etter en frontend-utvikler med stort fokus på teamwork!,Lyse Energi AS,finn.no,"Git, React, Flutter, REST, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333849514,Hei UX-designere,Horde AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333867751,"Ønsker du å jobbe med cutting edge dataplattformteknologi i et spennende, fremtidsrettet selskap?",NORGES AUTOMOBIL FORBUND,finn.no,"Azure, dbt, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333849521,"Fullstack-utvikler, tilgjengelighetstjenester i NRK",NRK,finn.no,"React, DevOps, Kubernetes, REST, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333345993,Vil du utvikle på en digital foregangsløsning i en av Norges innovative virksomheter?,Skatteetaten,finn.no,"PostgreSQL, React, Kotlin, Java, Jenkins"
https://www.finn.no/job/fulltime/ad.html?finnkode=333356392,NAV IT søker utviklere til tverrfaglige produktteam,NAV,finn.no,"Java, Kotlin, React, TypeScript, Kubernetes"
https://www.finn.no/job/fulltime/ad.html?finnkode=333471735,Vi ser etter flere utviklere til NAV IT,NAV,finn.no,"Java, Kotlin, React, TypeScript, Kubernetes, Docker, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333350935,God utvikler som brenner for arkitektur?,Skatteetaten,finn.no,"REST, Git, React, Jenkins"
https://www.finn.no/job/fulltime/ad.html?finnkode=333531574,Bli med på vår digitaliseringsreise!,Multiconsult,finn.no,
https://www.finn.no/job/parttime/ad.html?finnkode=333451566,"Bli med på reisen mot en ferskere, sunnere og mer bærekraftig fremtid. Søk summer internship hos BAMA!",BAMA,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333533657,Bli med på å styrke laget vårt!,Multiconsult,finn.no,"Azure, DevOps"
https://www.finn.no/job/fulltime/ad.html?finnkode=333808611,Er du vår nye IT arkitekt?,Forsvarsbygg,finn.no,"Cybersecurity, Azure, DevOps"
https://www.finn.no/job/fulltime/ad.html?finnkode=333266232,Vil du jobbe med dataplattform og datavarhus i et av Norges mest kompetansedyktige analyticsmiljø?,Atea AS,finn.no,"Azure, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333349375,Er du empatisk i møte med mennesker og praktisk anlagt? Bli vår nye velferds- og servicekonsulent,Atea AS,finn.no,Linux
https://www.finn.no/job/fulltime/ad.html?finnkode=333327382,Vil du jobbe med data engineering i et av Norges mest kompetansedyktige analyticsmiljøer?,Atea AS,finn.no,"Python, Azure, DevOps, PowerBI, Tableau"
https://www.finn.no/job/fulltime/ad.html?finnkode=333533961,Et av Bergens største konsulentmiljøer trenger flere erfarne kolleger!,Atea AS,finn.no,"DevOps, Google Cloud, PowerBI, Java, Azure, AWS, Python, Angular, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333340728,Vil du jobbe i et av Norges mest kompetansedyktige analyticsmiljøer? Atea ser etter ny dataingeniør / data analyst,Atea AS,finn.no,"Azure, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333597286,Fullstack utviklere,Gurusoft,finn.no,"Java, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333599015,Produkteier til avdeling for helseregistre i område for helsedata og digitalisering,Folkehelseinstituttet FHI,finn.no,SQL
https://www.finn.no/job/fulltime/ad.html?finnkode=333592742,Vi søker utvikler til programvare for bildebehandling i helsesektoren,Omda,finn.no,Angular
https://www.finn.no/job/fulltime/ad.html?finnkode=333575795,Bli med på vårt Data & AI team!,Capgemini Norge AS,finn.no,"AWS, Data Science, Azure, Tableau"
https://www.finn.no/job/fulltime/ad.html?finnkode=333575348,Vi søker etter flere utviklere - Stavanger,Capgemini Norge AS,finn.no,"React, Vue.js, Angular"
https://www.finn.no/job/fulltime/ad.html?finnkode=333575196,Vi søker etter flere utviklere - Kristiansand,Capgemini Norge AS,finn.no,"React, Vue.js, Angular"
https://www.finn.no/job/fulltime/ad.html?finnkode=333562566,Bli med på moderniseringen av Norges Banks dataplattformer,Norges Bank,finn.no,"Python, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333561019,Virksomhetsarkitekt,Å Energi AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333560912,Avinor søker Data Engineer/ BI-arkitekt,Avinor AS,finn.no,"Azure, SQL, DevOps"
https://www.finn.no/job/fulltime/ad.html?finnkode=333560264,Teamleder Aviation Data Office,Avinor AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333559709,Er du en god problemløser og ønsker å utvikle deg innen dataforvaltning?,Avinor AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333558265,Senior sikkerhetskonsulent - nasjonal sikkerhet,mnemonic,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333554749,Ready to lead the AI revolution in Visma Software?,Visma Software AS,finn.no,Azure
https://www.finn.no/job/fulltime/ad.html?finnkode=333554981,Are you a senior software engineer that is ready for the next level?,Protector forsikring ASA,finn.no,"SQL, Java, Python, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333557191,Er du en full-stack utvikler - eller har du ambisjoner om å bli det?,Ambio AS,finn.no,"React, Git, Java, TypeScript, JavaScript, PHP"
https://www.finn.no/job/fulltime/ad.html?finnkode=333551993,Programmer for start-up,ROADGUARD AS,finn.no,"Linux, Kubernetes, Python, Azure"
https://www.finn.no/job/fulltime/ad.html?finnkode=333551013,Bli en del av vårt inhouse utviklermiljø!,Sikt - Kunnskapssektorens tjenesteleverandør,finn.no,"SQL, Python, AWS, Tableau"
https://www.finn.no/job/fulltime/ad.html?finnkode=329808738,IT-ansvarlig til Norges heftigste havbrukskonsern,Nova Sea AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=263879136,321 søker flere systemutviklere,TRETOEN AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=328463321,ERP Fagkonsulent / Utvikler på Business Central - Jessheim/Tromsø,Jupiter Business Partner AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333459249,Vi søker enda en dyktig IT-tekniker til infrastruktur-teamet vårt,Stingray Marine Solutions,finn.no,Windows
https://www.finn.no/job/fulltime/ad.html?finnkode=333550887,Seniorrådgiver digital tjenesteutvikling,Helsedirektoratet,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333547505,IT-konsulent,Melhus kommune,finn.no,"SQL, Azure, API, Windows"
https://www.finn.no/job/fulltime/ad.html?finnkode=333546713,Vil du være med å sikre IT-løsningene til Universitetet i Oslo?,Universitetet i Oslo,finn.no,"Linux, Windows, Python, Go"
https://www.finn.no/job/fulltime/ad.html?finnkode=333546478,Vi søker etter en Senior Fullstack Engineer,Tribia AS,finn.no,"Java, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=278352655,Er du vår nye kollega?,Argos Solutions AS,finn.no,
https://www.finn.no/job/management/ad.html?finnkode=333545656,Vi søker etter en Lead Platform Engineer,Tribia AS,finn.no,"Kubernetes, DevOps, CI/CD"
https://www.finn.no/job/fulltime/ad.html?finnkode=333545474,Senior Python Software Developer,Statkraft AS,finn.no,"CI/CD, Python, Kubernetes, Agile, Scrum"
https://www.finn.no/job/fulltime/ad.html?finnkode=247895757,Unique opportunity for full-stack developers in Norway,Etain,finn.no,"Docker, CI/CD, Python, JavaScript, HTML, CSS, React"
https://www.finn.no/job/fulltime/ad.html?finnkode=333541489,Ønsker du en sentral rolle i utviklingen av Statsbyggs tjenester i Microsoft 365 eller Power Platform?,Statsbygg,finn.no,Azure
https://www.finn.no/job/fulltime/ad.html?finnkode=327649737,Full-stack utvikler med front-end interesse og et hjerte for UX,Xledger Labs AS,finn.no,"TypeScript, React, SQL"
https://www.finn.no/job/fulltime/ad.html?finnkode=333541252,Ønsker du en sentral rolle i utviklingen av Statsbyggs skyplattform?,Statsbygg,finn.no,"Azure, API, CI/CD"
https://www.finn.no/job/fulltime/ad.html?finnkode=333543717,Er du Avarn sin nye systemingeniør?,Toptemp AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333539835,Senior Android utvikler,Aera Payment & Identification AS,finn.no,"Android, Kotlin, Java, C#"
https://www.finn.no/job/fulltime/ad.html?finnkode=333539833,Data Manager,Politiets IT-enhet,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333539514,Senior utvikler,Aera Payment & Identification AS,finn.no,Java
https://www.finn.no/job/fulltime/ad.html?finnkode=333542148,"Vil du ha mer ansvar, større påvirkning og spennende utviklingsmuligheter?",Bate boligbyggelag,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333538631,Ønsker du å jobbe med utbygging av nettverk i noen av Norges mest spennende bygg?,Statsbygg,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333541269,Vi søker deg som er praktisk anlagt og ønsker å være med på å bygge fremtidens Datavarehus!,Consid AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333538304,Ønsker du en ledende rolle i utviklingen av Statsbyggs skyplattform?,Statsbygg,finn.no,"Azure, DevOps, CI/CD"
https://www.finn.no/job/fulltime/ad.html?finnkode=333538003,Er du en informasjonsarkitekt og vil du være med å endre byggenæringen?,Statsbygg,finn.no,
https://www.finn.no/job/management/ad.html?finnkode=333535100,Lampehuset søker Head of E-Commerce & Digital,Lampehuset,finn.no,
https://www.finn.no/job/parttime/ad.html?finnkode=333538906,Are you a student with a passion for data analysis and visualization?,Aker Solutions AS,finn.no,"SQL, PowerBI"
https://www.finn.no/job/fulltime/ad.html?finnkode=333536826,REMA 1000 Norge AS søker Integrasjonsutvikler,REMA 1000 Norge AS,finn.no,"API, Azure, REST"
https://www.finn.no/job/fulltime/ad.html?finnkode=333536650,IT-konsulent M365,Bryn Byggklima AS,finn.no,Azure
https://www.finn.no/job/fulltime/ad.html?finnkode=333534536,Systemutvikler i en lien og dynamisk bedrift med 15 års erfaring,Trondheim systemutvikling AS,finn.no,React
https://www.finn.no/job/fulltime/ad.html?finnkode=333535873,"Vil du jobbe i et spennende miljø innenfor landbruk, forvaltning og IKT?",Landbruksdirektoratet,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333535277,Systemutvikler - Integrasjon og Forvaltning,Meteorologisk institutt,finn.no,API
https://www.finn.no/job/fulltime/ad.html?finnkode=318394263,CURRENT is looking for a new Senior Software Engineer??,CURRENT Eco AS,finn.no,"SQL, REST"
https://www.finn.no/job/fulltime/ad.html?finnkode=333531976,Want to join a frontrunner in renewable energy ?,SCATEC,finn.no,Tableau
https://www.finn.no/job/fulltime/ad.html?finnkode=333531996,REMA 1000 Norge AS søker Integrasjonsarkitekt Azure,REMA 1000 Norge AS,finn.no,"Azure, API, REST, DevOps, CI/CD, Agile"
https://www.finn.no/job/fulltime/ad.html?finnkode=333531738,Ønsker du jobbe med nettverksinfrastruktur i noen av Norges mest spennende bygg?,Statsbygg,finn.no,Python
https://www.finn.no/job/management/ad.html?finnkode=333529977,Application and Information Manager,NorSea,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333531117,Inntrengingstester Cybersikkerhet - JustisCERT,Politiets IT-enhet,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333530496,Want to join us in building solutions that are used by millions of Norwegians?,Coop Norge SA,finn.no,"REST, Golang, Kubernetes, Azure, Go, TypeScript, Docker, Python, AWS, DevOps, Windows"
https://www.finn.no/job/fulltime/ad.html?finnkode=333530396,Vil du være med og gjøre verdens beste kryssermissil enda bedre?,Kongsberg Defence & Aerospace - Missile Systems,finn.no,"Python, Java, Linux"
https://www.finn.no/job/fulltime/ad.html?finnkode=333530408,Vi søker Cloud Native utviklere!,Sopra Steria,finn.no,"Azure, AWS, Kubernetes, CI/CD, DevOps"
https://www.finn.no/job/fulltime/ad.html?finnkode=333529882,Sikkerhetsanalytiker Trusseletterretning – JustisCERT,Politiets IT-enhet,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333528885,Kilter søker Fullstack-utvikler,KILTER AS,finn.no,"AWS, Python, Docker, Flutter, React, Android, iOS, CI/CD, Google Cloud, PostgreSQL, TypeScript"
https://www.finn.no/job/fulltime/ad.html?finnkode=333526721,Are you our new Data Scientist?,Storebrand,finn.no,"Azure, Python, SQL, Spark, Docker"
https://www.finn.no/job/fulltime/ad.html?finnkode=333526146,IT-Ansvarlig,Arendals Fossekompani ASA,finn.no,
https://www.finn.no/job/parttime/ad.html?finnkode=333529921,Data Manager/Statistiker (spesialrådgiver),Helse Stavanger HF,finn.no,"PowerBI, Python, API"
https://www.finn.no/job/fulltime/ad.html?finnkode=333525578,Virksomhetsarkitekt,Å Energi AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333529124,For vår kunde søker vi nå en Utvikler/ Nettverksautomasjon,MDE Shift AS - For kunde,finn.no,"Python, MySQL, Linux, React, TypeScript, Java, API, REST, SQL, Jenkins"
https://www.finn.no/job/fulltime/ad.html?finnkode=333524715,KPMG søker cybersikkerhetskonsulenter,KPMG Norge,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333524623,Vil du jobbe som utvikler ved vårt nye kontor i Drammen?,Capgemini Norge AS,finn.no,"DevOps, CI/CD"
https://www.finn.no/job/fulltime/ad.html?finnkode=333527846,Nyutdannet og på jakt etter en spennende start på karrieren?,NCE Seafood Innovation,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333523552,Motiveres du av forbedringer og å finne gode IT-løsninger?,Kongsberg Defence & Aerospace - Missile Systems,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333523425,REMA 1000 Norge AS søker Senior Integrasjonsutvikler,REMA 1000 Norge AS,finn.no,"HTML, CSS, JavaScript, Azure, SQL, DevOps, CI/CD, Agile"
https://www.finn.no/job/fulltime/ad.html?finnkode=333527063,Virksomhetsarkitekt med interesse for teknologi og digital innovasjon,Norli AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333523200,Frontend-utvikler - Innholdsplattform,TV 2,finn.no,Kubernetes
https://www.finn.no/job/fulltime/ad.html?finnkode=333525739,Do you want to play a role in solving global energy challenges for future generations?,NES Advantage Solutions AS,finn.no,
https://www.finn.no/job/fulltime/ad.html?finnkode=333523007,Er du en full-stack utvikler med lidenskap for frontend?,BankID BankAxept,finn.no,"API, JavaScript, TypeScript, Kotlin, Docker, Kubernetes, Node.js, React, Java, Azure"
https://www.finn.no/job/fulltime/ad.html?finnkode=333521262,Do you want to be part of building a new best-in-class surveillance radar?,Weibel Norway AS,finn.no,"Linux, Git"
https://www.finn.no/job/fulltime/ad.html?finnkode=333521770,Er du en senior backendutvikler som vil være med på å utvikle fremtidens billetteringsløsninger?,Entur,finn.no,"Java, Kotlin, React, Android, Kubernetes, Google Cloud, BigQuery, REST"
https://www.finn.no/job/fulltime/ad.html?finnkode=333521680,Er du utvikler med interesse for data? Entur utvider satsingen på data og innsikt,Entur,finn.no,"Python, Kubernetes, Linux, Windows, iOS, Android"
https://www.finn.no/job/fulltime/ad.html?finnkode=333521568,Er du en designer som elsker backend-utviklere?,Entur,finn.no,
